,Active.sport,Adrenaline.sports,Art.exhibitions,Biology,Cars,Celebrities,Chemistry,Countryside..outdoors,Dancing,Economy.Management,Foreign.languages,Fun.with.friends,Gardening,Geography,History,Internet,Law,Mathematics,Medicine,Musical.instruments,PC,Passive.sport,Pets,Physics,Politics,Psychology,Reading,Religion,Science.and.technology,Shopping,Theatre,Writing
516,1.0,3.0,4.0,1.0,3.0,3.0,1.0,5.0,1.0,2.0,4.0,5.0,3.0,2.0,3.0,5.0,1.0,4.0,1.0,2.0,4.0,5.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,5.0,4.0,1.0
530,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
535,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0
549,2.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0
550,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0
552,3.0,1.0,2.0,3.0,1.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,3.0,1.0,1.0
556,2.0,2.0,3.0,1.0,1.0,5.0,1.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0
557,4.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0
560,2.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0
569,2.0,2.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,3.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0
585,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0
586,5.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0
607,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0
612,1.0,3.0,1.0,5.0,3.0,4.0,1.0,3.0,3.0,5.0,4.0,5.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,5.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0
613,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,4.0,5.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0
622,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
624,1.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,5.0,3.0,2.0,5.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
628,3.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0
640,4.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0
642,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
647,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
653,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,5.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0
656,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0
658,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,4.0,2.0
660,1.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,4.0,5.0,2.0,1.0,2.0,5.0,3.0,3.0,2.0,5.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0
663,1.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,5.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
671,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0
698,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,3.0,2.0,4.0
701,1.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0
712,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0
720,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0
725,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0
727,1.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,2.0,5.0,3.0,1.0,4.0,3.0,1.0,1.0
732,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,1.0
747,4.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,4.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0
769,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0
771,2.0,1.0,3.0,1.0,2.0,4.0,2.0,5.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0
789,5.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0
821,3.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,5.0,5.0,1.0,4.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,4.0,1.0
823,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,5.0,1.0,1.0,3.0,2.0,3.0
825,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0
826,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,5.0,4.0,3.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0
829,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0
840,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0
841,3.0,3.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0
843,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,5.0,1.0,5.0,4.0,4.0,1.0
847,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0
849,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,5.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0
857,4.0,2.0,3.0,2.0,1.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,5.0,5.0,1.0,3.0,2.0,3.0,1.0,3.0,5.0,4.0,1.0
858,1.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,5.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,3.0,2.0
864,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0
866,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0
871,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0
884,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,4.0,1.0
885,3.0,1.0,5.0,1.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,1.0,4.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0
888,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0
894,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0
898,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0
901,5.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0
902,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0
907,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0
908,3.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0
916,1.0,1.0,3.0,2.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0
917,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,5.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0
921,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,3.0,3.0,1.0
931,1.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,2.0,1.0
935,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0
936,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0
937,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0
941,1.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0
947,3.0,1.0,2.0,2.0,5.0,3.0,2.0,3.0,1.0,3.0,5.0,5.0,1.0,2.0,3.0,5.0,3.0,1.0,3.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0
948,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0
957,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0
958,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0
960,3.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0
970,2.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0
978,3.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0
979,1.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,3.0,2.0,2.0,1.0,3.0,5.0,4.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,5.0,1.0
984,4.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,5.0,4.0,2.0,5.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0
985,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,5.0,1.0
992,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0
994,3.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,5.0,5.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0
997,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,5.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
1002,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,5.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,2.0,5.0,4.0,1.0
1003,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0
1004,3.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0
1008,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,5.0,1.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0
