,Action,Alternative,Animated,Classical.music,Comedy,Country,Dance,Documentary,Fantasy.Fairy.tales,Folk,Hiphop..Rap,Horror,Latino,Metal.or.Hardrock,Movies,Music,Musical,Opera,Pop,Punk,Reggae..Ska,Rock,Rock.n.roll,Romantic,Sci.fi,Slow.songs.or.fast.songs,Swing..Jazz,Techno..Trance,Thriller,War,Western
851,4.0,1.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0
854,3.0,2.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,1.0,5.0,5.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0
868,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0,5.0,5.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0
869,4.0,1.0,4.0,2.0,5.0,3.0,3.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0
871,2.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,4.0,3.0,2.0,2.0
884,4.0,3.0,4.0,2.0,5.0,1.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,1.0,5.0,5.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0
889,2.0,2.0,1.0,2.0,5.0,1.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,5.0,1.0,3.0,2.0,2.0,5.0,4.0,2.0
901,5.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0
905,3.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,3.0,5.0,2.0,5.0,1.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0
908,4.0,1.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0
916,2.0,3.0,5.0,1.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,1.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0
923,5.0,1.0,3.0,3.0,5.0,1.0,5.0,5.0,3.0,1.0,4.0,3.0,2.0,1.0,5.0,5.0,2.0,3.0,5.0,1.0,3.0,3.0,1.0,5.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0
926,1.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,1.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0
931,3.0,1.0,5.0,2.0,5.0,1.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0
933,3.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,5.0,2.0,4.0,1.0,3.0,2.0,5.0,5.0,3.0,2.0,5.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0
936,2.0,1.0,3.0,1.0,5.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,3.0,1.0,5.0,5.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0
940,1.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0
949,3.0,2.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,1.0,5.0,5.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0
955,4.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0
984,2.0,3.0,5.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,5.0,3.0,1.0,5.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0
990,3.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,5.0,2.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,1.0,2.0,5.0,3.0,5.0,1.0,5.0,3.0,5.0,1.0,3.0,3.0
994,2.0,4.0,5.0,3.0,5.0,2.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0
998,3.0,2.0,2.0,1.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0
1001,2.0,3.0,5.0,3.0,5.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,5.0,5.0,2.0
1002,3.0,1.0,3.0,1.0,5.0,2.0,5.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0
1009,4.0,5.0,5.0,3.0,5.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0
1010,4.0,2.0,2.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,5.0,1.0,3.0,3.0,1.0,1.0
